total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,alpha,accuracy
120,100,0.2,0.2,5,7,3,0.9433
120,100,0.2,0.2,5,7,6,0.9717
120,100,0.2,0.2,5,7,9,0.9817
120,100,0.2,0.2,7,3,3,0.944
120,100,0.2,0.2,7,3,6,0.9536
120,100,0.2,0.2,7,3,9,0.969
120,100,0.2,0.2,7,5,3,0.9548
120,100,0.2,0.2,7,5,6,0.9679
120,100,0.2,0.2,7,5,9,0.9786
120,100,0.2,0.2,7,7,3,0.944
120,100,0.2,0.2,7,7,6,0.9833
120,100,0.2,0.2,7,7,9,0.9881
120,100,0.2,0.2,9,3,3,0.9315
120,100,0.2,0.2,9,3,6,0.9648
120,100,0.2,0.2,9,3,9,0.9667
120,100,0.2,0.2,9,5,3,0.9231
120,100,0.2,0.2,9,5,6,0.9704
120,100,0.2,0.2,9,5,9,0.9861
120,100,0.2,0.2,9,7,3,0.9574
120,100,0.2,0.2,9,7,6,0.9759
120,100,0.2,0.2,9,7,9,0.9889
120,100,0.2,0.4,3,3,3,0.925
120,100,0.2,0.4,3,3,6,0.975
120,100,0.2,0.4,3,3,9,0.9806
120,100,0.2,0.4,3,5,3,0.9389
120,100,0.2,0.4,3,5,6,0.9667
120,100,0.2,0.4,3,5,9,0.9944
120,100,0.2,0.4,3,7,3,0.9667
120,100,0.2,0.4,3,7,6,0.975
120,100,0.2,0.4,3,7,9,0.9722
120,100,0.2,0.4,5,3,3,0.9417
120,100,0.2,0.4,5,3,6,0.9467
120,100,0.2,0.4,5,3,9,0.97
120,100,0.2,0.4,5,5,3,0.9333
120,100,0.2,0.4,5,5,6,0.9517
120,100,0.2,0.4,5,5,9,0.975
120,100,0.2,0.4,5,7,3,0.9283
120,100,0.2,0.4,5,7,6,0.9683
120,100,0.2,0.4,5,7,9,0.9817
120,100,0.2,0.4,7,3,3,0.9464
120,100,0.2,0.4,7,3,6,0.956
120,100,0.2,0.4,7,3,9,0.9583
120,100,0.2,0.4,7,5,3,0.9345
120,100,0.2,0.4,7,5,6,0.9536
120,100,0.2,0.4,7,5,9,0.9798
120,100,0.2,0.4,7,7,3,0.956
120,100,0.2,0.4,7,7,6,0.9583
120,100,0.2,0.4,7,7,9,0.981
120,100,0.2,0.4,9,3,3,0.937
120,100,0.2,0.4,9,3,6,0.9676
120,100,0.2,0.4,9,3,9,0.9713
120,100,0.2,0.4,9,5,3,0.9426
120,100,0.2,0.4,9,5,6,0.9685
120,100,0.2,0.4,9,5,9,0.9667
120,100,0.2,0.4,9,7,3,0.9509
120,100,0.2,0.4,9,7,6,0.9722
120,100,0.2,0.4,9,7,9,0.9843
120,100,0.2,0.6,3,3,3,0.9278
120,100,0.2,0.6,3,3,6,0.9389
120,100,0.2,0.6,3,3,9,0.9722
120,100,0.2,0.6,3,5,3,0.9083
120,100,0.2,0.6,3,5,6,0.9583
120,100,0.2,0.6,3,5,9,0.9778
120,100,0.2,0.6,3,7,3,0.9444
120,100,0.2,0.6,3,7,6,0.9583
120,100,0.2,0.6,3,7,9,0.9778
120,100,0.2,0.6,5,3,3,0.9483
120,100,0.2,0.6,5,3,6,0.9583
120,100,0.2,0.6,5,3,9,0.9667
120,100,0.2,0.6,5,5,3,0.955
120,100,0.2,0.6,5,5,6,0.9633
120,100,0.2,0.6,5,5,9,0.9783
120,100,0.2,0.6,5,7,3,0.9433
120,100,0.2,0.6,5,7,6,0.97
120,100,0.2,0.6,5,7,9,0.9767
120,100,0.2,0.6,7,3,3,0.9262
120,100,0.2,0.6,7,3,6,0.9619
120,100,0.2,0.6,7,3,9,0.9679
120,100,0.2,0.6,7,5,3,0.9262
120,100,0.2,0.6,7,5,6,0.969
120,100,0.2,0.6,7,5,9,0.9738
120,100,0.2,0.6,7,7,3,0.956
120,100,0.2,0.6,7,7,6,0.9786
120,100,0.2,0.6,7,7,9,0.9762
120,100,0.2,0.6,9,3,3,0.9194
120,100,0.2,0.6,9,3,6,0.963
120,100,0.2,0.6,9,3,9,0.9685
120,100,0.2,0.6,9,5,3,0.9361
120,100,0.2,0.6,9,5,6,0.9593
120,100,0.2,0.6,9,5,9,0.9713
120,100,0.2,0.6,9,7,3,0.9574
120,100,0.2,0.6,9,7,6,0.9806
120,100,0.2,0.6,9,7,9,0.9815
120,100,0.2,0.8,3,3,3,0.9028
120,100,0.2,0.8,3,3,6,0.95
120,100,0.2,0.8,3,3,9,0.9806
120,100,0.2,0.8,3,5,3,0.9083
120,100,0.2,0.8,3,5,6,0.9778
120,100,0.2,0.8,3,5,9,0.9806
120,100,0.2,0.8,3,7,3,0.9361
120,100,0.2,0.8,3,7,6,0.9722
120,100,0.2,0.8,3,7,9,0.975
120,100,0.2,0.8,5,3,3,0.9217
120,100,0.2,0.8,5,3,6,0.9533
120,100,0.2,0.8,5,3,9,0.9617
120,100,0.2,0.8,5,5,3,0.9517
120,100,0.2,0.8,5,5,6,0.985
120,100,0.2,0.8,5,5,9,0.9817
120,100,0.2,0.8,5,7,3,0.9467
120,100,0.2,0.8,5,7,6,0.9667
120,100,0.2,0.8,5,7,9,0.985
120,100,0.2,0.8,7,3,3,0.9012
120,100,0.2,0.8,7,3,6,0.956
120,100,0.2,0.8,7,3,9,0.9726
120,100,0.2,0.8,7,5,3,0.9298
120,100,0.2,0.8,7,5,6,0.9571
120,100,0.2,0.8,7,5,9,0.9845
120,100,0.2,0.8,7,7,3,0.9571
120,100,0.2,0.8,7,7,6,0.9679
120,100,0.2,0.8,7,7,9,0.9893
120,100,0.2,0.8,9,3,3,0.9009
120,100,0.2,0.8,9,3,6,0.963
120,100,0.2,0.8,9,3,9,0.963
120,100,0.2,0.8,9,5,3,0.9565
120,100,0.2,0.8,9,5,6,0.9759
120,100,0.2,0.8,9,5,9,0.9806
120,100,0.2,0.8,9,7,3,0.9444
120,100,0.2,0.8,9,7,6,0.9676
120,100,0.2,0.8,9,7,9,0.9806
120,100,0.4,0.2,3,3,3,0.8917
120,100,0.4,0.2,3,3,6,0.9444
120,100,0.4,0.2,3,3,9,0.9806
120,100,0.4,0.2,3,5,3,0.9444
120,100,0.4,0.2,3,5,6,0.9806
120,100,0.4,0.2,3,5,9,0.9806
120,100,0.4,0.2,3,7,3,0.9444
120,100,0.4,0.2,3,7,6,0.9694
120,100,0.4,0.2,3,7,9,0.9722
120,100,0.4,0.2,5,3,3,0.94
120,100,0.4,0.2,5,3,6,0.955
120,100,0.4,0.2,5,3,9,0.975
120,100,0.4,0.2,5,5,3,0.965
120,100,0.4,0.2,5,5,6,0.9533
120,100,0.4,0.2,5,5,9,0.9683
120,100,0.4,0.2,5,7,3,0.9567
120,100,0.4,0.2,5,7,6,0.9733
120,100,0.4,0.2,5,7,9,0.9817
120,100,0.4,0.2,7,3,3,0.9179
120,100,0.4,0.2,7,3,6,0.9583
120,100,0.4,0.2,7,3,9,0.9679
120,100,0.4,0.2,7,5,3,0.931
120,100,0.4,0.2,7,5,6,0.9583
120,100,0.4,0.2,7,5,9,0.9845
120,100,0.4,0.2,7,7,3,0.9488
120,100,0.4,0.2,7,7,6,0.9679
120,100,0.4,0.2,7,7,9,0.9869
120,100,0.4,0.2,9,3,3,0.9324
120,100,0.4,0.2,9,3,6,0.9546
120,100,0.4,0.2,9,3,9,0.963
120,100,0.4,0.2,9,5,3,0.9407
120,100,0.4,0.2,9,5,6,0.975
120,100,0.4,0.2,9,5,9,0.9787
120,100,0.4,0.2,9,7,3,0.9435
120,100,0.4,0.2,9,7,6,0.963
120,100,0.4,0.2,9,7,9,0.9833
120,100,0.4,0.4,3,3,3,0.9028
120,100,0.4,0.4,3,3,6,0.9333
120,100,0.4,0.4,3,3,9,0.9778
120,100,0.4,0.4,3,5,3,0.9306
120,100,0.4,0.4,3,5,6,0.9806
120,100,0.4,0.4,3,5,9,0.9778
120,100,0.4,0.4,3,7,3,0.9389
120,100,0.4,0.4,3,7,6,0.9667
120,100,0.4,0.4,3,7,9,0.9861
120,100,0.4,0.4,5,3,3,0.905
120,100,0.4,0.4,5,3,6,0.9683
120,100,0.4,0.4,5,3,9,0.9717
120,100,0.4,0.4,5,5,3,0.9517
120,100,0.4,0.4,5,5,6,0.9683
120,100,0.4,0.4,5,5,9,0.9667
120,100,0.4,0.4,5,7,3,0.93
120,100,0.4,0.4,5,7,6,0.9683
120,100,0.4,0.4,5,7,9,0.9817
120,100,0.4,0.4,7,3,3,0.9131
120,100,0.4,0.4,7,3,6,0.9595
120,100,0.4,0.4,7,3,9,0.9702
120,100,0.4,0.4,7,5,3,0.9381
120,100,0.4,0.4,7,5,6,0.9583
120,100,0.4,0.4,7,5,9,0.9786
120,100,0.4,0.4,7,7,3,0.9298
120,100,0.4,0.4,7,7,6,0.981
120,100,0.4,0.4,7,7,9,0.9869
120,100,0.4,0.4,9,3,3,0.9287
120,100,0.4,0.4,9,3,6,0.9556
120,100,0.4,0.4,9,3,9,0.9694
120,100,0.4,0.4,9,5,3,0.9398
120,100,0.4,0.4,9,5,6,0.9639
120,100,0.4,0.4,9,5,9,0.9796
120,100,0.4,0.4,9,7,3,0.962
120,100,0.4,0.4,9,7,6,0.9713
120,100,0.4,0.4,9,7,9,0.9796
120,100,0.4,0.6,3,3,3,0.8972
120,100,0.4,0.6,3,3,6,0.9639
120,100,0.4,0.6,3,3,9,0.9639
120,100,0.4,0.6,3,5,3,0.9361
120,100,0.4,0.6,3,5,6,0.9583
120,100,0.4,0.6,3,5,9,0.9694
120,100,0.4,0.6,3,7,3,0.9222
120,100,0.4,0.6,3,7,6,0.975
120,100,0.4,0.6,3,7,9,0.975
120,100,0.4,0.6,5,3,3,0.9117
120,100,0.4,0.6,5,3,6,0.9517
120,100,0.4,0.6,5,3,9,0.9683
120,100,0.4,0.6,5,5,3,0.945
120,100,0.4,0.6,5,5,6,0.9633
120,100,0.4,0.6,5,5,9,0.9833
120,100,0.4,0.6,5,7,3,0.9567
120,100,0.4,0.6,5,7,6,0.9617
120,100,0.4,0.6,5,7,9,0.9817
120,100,0.4,0.6,7,3,3,0.9202
120,100,0.4,0.6,7,3,6,0.9536
120,100,0.4,0.6,7,3,9,0.9714
120,100,0.4,0.6,7,5,3,0.9345
120,100,0.4,0.6,7,5,6,0.9595
120,100,0.4,0.6,7,5,9,0.9762
120,100,0.4,0.6,7,7,3,0.9429
120,100,0.4,0.6,7,7,6,0.9726
120,100,0.4,0.6,7,7,9,0.9833
120,100,0.4,0.6,9,3,3,0.9157
120,100,0.4,0.6,9,3,6,0.9528
120,100,0.4,0.6,9,3,9,0.9685
120,100,0.4,0.6,9,5,3,0.9417
120,100,0.4,0.6,9,5,6,0.9583
120,100,0.4,0.6,9,5,9,0.975
120,100,0.4,0.6,9,7,3,0.9398
120,100,0.4,0.6,9,7,6,0.9676
120,100,0.4,0.6,9,7,9,0.9889
120,100,0.4,0.8,3,3,3,0.8806
120,100,0.4,0.8,3,3,6,0.9528
120,100,0.4,0.8,3,3,9,0.9583
120,100,0.4,0.8,3,5,3,0.9139
120,100,0.4,0.8,3,5,6,0.9806
120,100,0.4,0.8,3,5,9,0.975
120,100,0.4,0.8,3,7,3,0.9278
120,100,0.4,0.8,3,7,6,0.9722
120,100,0.4,0.8,3,7,9,0.9611
120,100,0.4,0.8,5,3,3,0.9267
120,100,0.4,0.8,5,3,6,0.9567
120,100,0.4,0.8,5,3,9,0.9633
120,100,0.4,0.8,5,5,3,0.9417
120,100,0.4,0.8,5,5,6,0.9733
120,100,0.4,0.8,5,5,9,0.9733
120,100,0.4,0.8,5,7,3,0.96
120,100,0.4,0.8,5,7,6,0.9733
120,100,0.4,0.8,5,7,9,0.9717
120,100,0.4,0.8,7,3,3,0.8952
120,100,0.4,0.8,7,3,6,0.9726
120,100,0.4,0.8,7,3,9,0.9762
120,100,0.4,0.8,7,5,3,0.9095
120,100,0.4,0.8,7,5,6,0.9655
120,100,0.4,0.8,7,5,9,0.975
120,100,0.4,0.8,7,7,3,0.9333
120,100,0.4,0.8,7,7,6,0.9786
120,100,0.4,0.8,7,7,9,0.9833
120,100,0.4,0.8,9,3,3,0.9167
120,100,0.4,0.8,9,3,6,0.9574
120,100,0.4,0.8,9,3,9,0.9685
120,100,0.4,0.8,9,5,3,0.9139
120,100,0.4,0.8,9,5,6,0.9731
120,100,0.4,0.8,9,5,9,0.9843
120,100,0.4,0.8,9,7,3,0.937
120,100,0.4,0.8,9,7,6,0.975
120,100,0.4,0.8,9,7,9,0.987
120,100,0.6,0.2,3,3,3,0.9083
120,100,0.6,0.2,3,3,6,0.9528
120,100,0.6,0.2,3,3,9,0.9694
120,100,0.6,0.2,3,5,3,0.9417
120,100,0.6,0.2,3,5,6,0.9583
120,100,0.6,0.2,3,5,9,0.9722
120,100,0.6,0.2,3,7,3,0.9556
120,100,0.6,0.2,3,7,6,0.9472
120,100,0.6,0.2,3,7,9,0.9722
120,100,0.6,0.2,5,3,3,0.9333
120,100,0.6,0.2,5,3,6,0.9483
120,100,0.6,0.2,5,3,9,0.975
120,100,0.6,0.2,5,5,3,0.895
120,100,0.6,0.2,5,5,6,0.9717
120,100,0.6,0.2,5,5,9,0.965
120,100,0.6,0.2,5,7,3,0.93
120,100,0.6,0.2,5,7,6,0.965
120,100,0.6,0.2,5,7,9,0.9783
120,100,0.6,0.2,7,3,3,0.9143
120,100,0.6,0.2,7,3,6,0.9548
120,100,0.6,0.2,7,3,9,0.9738
120,100,0.6,0.2,7,5,3,0.9595
120,100,0.6,0.2,7,5,6,0.9631
120,100,0.6,0.2,7,5,9,0.975
120,100,0.6,0.2,7,7,3,0.9405
120,100,0.6,0.2,7,7,6,0.9631
120,100,0.6,0.2,7,7,9,0.9821
120,100,0.6,0.2,9,3,3,0.9324
120,100,0.6,0.2,9,3,6,0.962
120,100,0.6,0.2,9,3,9,0.975
120,100,0.6,0.2,9,5,3,0.9148
120,100,0.6,0.2,9,5,6,0.9528
120,100,0.6,0.2,9,5,9,0.9713
120,100,0.6,0.2,9,7,3,0.9444
120,100,0.6,0.2,9,7,6,0.9713
120,100,0.6,0.2,9,7,9,0.9741
120,100,0.6,0.4,3,3,3,0.9028
120,100,0.6,0.4,3,3,6,0.9611
120,100,0.6,0.4,3,3,9,0.9667
120,100,0.6,0.4,3,5,3,0.9333
120,100,0.6,0.4,3,5,6,0.975
120,100,0.6,0.4,3,5,9,0.9639
120,100,0.6,0.4,3,7,3,0.9417
120,100,0.6,0.4,3,7,6,0.9639
120,100,0.6,0.4,3,7,9,0.9833
120,100,0.6,0.4,5,3,3,0.93
120,100,0.6,0.4,5,3,6,0.9367
120,100,0.6,0.4,5,3,9,0.9767
120,100,0.6,0.4,5,5,3,0.905
120,100,0.6,0.4,5,5,6,0.9517
120,100,0.6,0.4,5,5,9,0.97
120,100,0.6,0.4,5,7,3,0.9283
120,100,0.6,0.4,5,7,6,0.985
120,100,0.6,0.4,5,7,9,0.975
120,100,0.6,0.4,7,3,3,0.9262
120,100,0.6,0.4,7,3,6,0.9643
120,100,0.6,0.4,7,3,9,0.9607
120,100,0.6,0.4,7,5,3,0.9238
120,100,0.6,0.4,7,5,6,0.9667
120,100,0.6,0.4,7,5,9,0.9833
120,100,0.6,0.4,7,7,3,0.9571
120,100,0.6,0.4,7,7,6,0.9607
120,100,0.6,0.4,7,7,9,0.9798
120,100,0.6,0.4,9,3,3,0.9213
120,100,0.6,0.4,9,3,6,0.9454
120,100,0.6,0.4,9,3,9,0.9611
120,100,0.6,0.4,9,5,3,0.9398
120,100,0.6,0.4,9,5,6,0.9639
120,100,0.6,0.4,9,5,9,0.9676
120,100,0.6,0.4,9,7,3,0.9481
120,100,0.6,0.4,9,7,6,0.9676
120,100,0.6,0.4,9,7,9,0.9731
120,100,0.6,0.6,3,3,3,0.9472
120,100,0.6,0.6,3,3,6,0.9667
120,100,0.6,0.6,3,3,9,0.9667
120,100,0.6,0.6,3,5,3,0.95
120,100,0.6,0.6,3,5,6,0.9611
120,100,0.6,0.6,3,5,9,0.9889
120,100,0.6,0.6,3,7,3,0.9083
120,100,0.6,0.6,3,7,6,0.9639
120,100,0.6,0.6,3,7,9,0.9722
120,100,0.6,0.6,5,3,3,0.9233
120,100,0.6,0.6,5,3,6,0.955
120,100,0.6,0.6,5,3,9,0.97
120,100,0.6,0.6,5,5,3,0.92
120,100,0.6,0.6,5,5,6,0.96
120,100,0.6,0.6,5,5,9,0.9667
120,100,0.6,0.6,5,7,3,0.9417
120,100,0.6,0.6,5,7,6,0.9817
120,100,0.6,0.6,5,7,9,0.98
120,100,0.6,0.6,7,3,3,0.9202
120,100,0.6,0.6,7,3,6,0.9524
120,100,0.6,0.6,7,3,9,0.9643
120,100,0.6,0.6,7,5,3,0.9321
120,100,0.6,0.6,7,5,6,0.9679
120,100,0.6,0.6,7,5,9,0.9667
120,100,0.6,0.6,7,7,3,0.9452
120,100,0.6,0.6,7,7,6,0.9524
120,100,0.6,0.6,7,7,9,0.981
120,100,0.6,0.6,9,3,3,0.8907
120,100,0.6,0.6,9,3,6,0.9519
120,100,0.6,0.6,9,3,9,0.9593
120,100,0.6,0.6,9,5,3,0.9361
120,100,0.6,0.6,9,5,6,0.9667
120,100,0.6,0.6,9,5,9,0.975
120,100,0.6,0.6,9,7,3,0.9444
120,100,0.6,0.6,9,7,6,0.9648
120,100,0.6,0.6,9,7,9,0.9769
120,100,0.6,0.8,3,3,3,0.9139
120,100,0.6,0.8,3,3,6,0.9444
120,100,0.6,0.8,3,3,9,0.9667
120,100,0.6,0.8,3,5,3,0.9278
120,100,0.6,0.8,3,5,6,0.95
120,100,0.6,0.8,3,5,9,0.9556
120,100,0.6,0.8,3,7,3,0.9167
120,100,0.6,0.8,3,7,6,0.9694
120,100,0.6,0.8,3,7,9,0.975
120,100,0.6,0.8,5,3,3,0.905
120,100,0.6,0.8,5,3,6,0.945
120,100,0.6,0.8,5,3,9,0.9633
120,100,0.6,0.8,5,5,3,0.9283
120,100,0.6,0.8,5,5,6,0.97
120,100,0.6,0.8,5,5,9,0.9733
120,100,0.6,0.8,5,7,3,0.955
120,100,0.6,0.8,5,7,6,0.9717
120,100,0.6,0.8,5,7,9,0.9767
120,100,0.6,0.8,7,3,3,0.8964
120,100,0.6,0.8,7,3,6,0.9536
120,100,0.6,0.8,7,3,9,0.9702
120,100,0.6,0.8,7,5,3,0.9262
120,100,0.6,0.8,7,5,6,0.9476
120,100,0.6,0.8,7,5,9,0.9774
120,100,0.6,0.8,7,7,3,0.9298
120,100,0.6,0.8,7,7,6,0.9679
120,100,0.6,0.8,7,7,9,0.9845
120,100,0.6,0.8,9,3,3,0.9074
120,100,0.6,0.8,9,3,6,0.9565
120,100,0.6,0.8,9,3,9,0.9741
120,100,0.6,0.8,9,5,3,0.9222
120,100,0.6,0.8,9,5,6,0.9574
120,100,0.6,0.8,9,5,9,0.9722
120,100,0.6,0.8,9,7,3,0.937
120,100,0.6,0.8,9,7,6,0.9639
120,100,0.6,0.8,9,7,9,0.9889
120,100,0.8,0.2,3,3,3,0.9361
120,100,0.8,0.2,3,3,6,0.9694
120,100,0.8,0.2,3,3,9,0.9472
120,100,0.8,0.2,3,5,3,0.8667
120,100,0.8,0.2,3,5,6,0.9306
120,100,0.8,0.2,3,5,9,0.9583
120,100,0.8,0.2,3,7,3,0.9528
120,100,0.8,0.2,3,7,6,0.9556
120,100,0.8,0.2,3,7,9,0.9833
120,100,0.8,0.2,5,3,3,0.895
120,100,0.8,0.2,5,3,6,0.9567
120,100,0.8,0.2,5,3,9,0.9767
120,100,0.8,0.2,5,5,3,0.9633
120,100,0.8,0.2,5,5,6,0.965
120,100,0.8,0.2,5,5,9,0.98
120,100,0.8,0.2,5,7,3,0.9483
120,100,0.8,0.2,5,7,6,0.9567
120,100,0.8,0.2,5,7,9,0.9883
120,100,0.8,0.2,7,3,3,0.9119
120,100,0.8,0.2,7,3,6,0.9595
120,100,0.8,0.2,7,3,9,0.9655
120,100,0.8,0.2,7,5,3,0.9333
120,100,0.8,0.2,7,5,6,0.9738
120,100,0.8,0.2,7,5,9,0.9821
120,100,0.8,0.2,7,7,3,0.9036
120,100,0.8,0.2,7,7,6,0.9619
120,100,0.8,0.2,7,7,9,0.9679
120,100,0.8,0.2,9,3,3,0.9213
120,100,0.8,0.2,9,3,6,0.9611
120,100,0.8,0.2,9,3,9,0.9657
120,100,0.8,0.2,9,5,3,0.9102
120,100,0.8,0.2,9,5,6,0.9676
120,100,0.8,0.2,9,5,9,0.9648
120,100,0.8,0.2,9,7,3,0.9315
120,100,0.8,0.2,9,7,6,0.9546
120,100,0.8,0.2,9,7,9,0.9657
120,100,0.8,0.4,3,3,3,0.8889
120,100,0.8,0.4,3,3,6,0.9667
120,100,0.8,0.4,3,3,9,0.9667
120,100,0.8,0.4,3,5,3,0.9472
120,100,0.8,0.4,3,5,6,0.9611
120,100,0.8,0.4,3,5,9,0.9639
120,100,0.8,0.4,3,7,3,0.9111
120,100,0.8,0.4,3,7,6,0.9611
120,100,0.8,0.4,3,7,9,0.9778
120,100,0.8,0.4,5,3,3,0.915
120,100,0.8,0.4,5,3,6,0.965
120,100,0.8,0.4,5,3,9,0.98
120,100,0.8,0.4,5,5,3,0.915
120,100,0.8,0.4,5,5,6,0.9683
120,100,0.8,0.4,5,5,9,0.9833
120,100,0.8,0.4,5,7,3,0.9317
120,100,0.8,0.4,5,7,6,0.975
120,100,0.8,0.4,5,7,9,0.975
120,100,0.8,0.4,7,3,3,0.9012
120,100,0.8,0.4,7,3,6,0.95
120,100,0.8,0.4,7,3,9,0.975
120,100,0.8,0.4,7,5,3,0.9405
120,100,0.8,0.4,7,5,6,0.9667
120,100,0.8,0.4,7,5,9,0.9798
120,100,0.8,0.4,7,7,3,0.944
120,100,0.8,0.4,7,7,6,0.9726
120,100,0.8,0.4,7,7,9,0.9786
120,100,0.8,0.4,9,3,3,0.925
120,100,0.8,0.4,9,3,6,0.9556
120,100,0.8,0.4,9,3,9,0.9657
120,100,0.8,0.4,9,5,3,0.9259
120,100,0.8,0.4,9,5,6,0.9648
120,100,0.8,0.4,9,5,9,0.9713
120,100,0.8,0.4,9,7,3,0.9509
120,100,0.8,0.4,9,7,6,0.9676
120,100,0.8,0.4,9,7,9,0.9731
120,100,0.8,0.6,3,3,3,0.9361
120,100,0.8,0.6,3,3,6,0.9222
120,100,0.8,0.6,3,3,9,0.9806
120,100,0.8,0.6,3,5,3,0.8972
120,100,0.8,0.6,3,5,6,0.9389
120,100,0.8,0.6,3,5,9,0.9667
120,100,0.8,0.6,3,7,3,0.9278
120,100,0.8,0.6,3,7,6,0.9722
120,100,0.8,0.6,3,7,9,0.9861
120,100,0.8,0.6,5,3,3,0.92
120,100,0.8,0.6,5,3,6,0.95
120,100,0.8,0.6,5,3,9,0.96
120,100,0.8,0.6,5,5,3,0.9317
120,100,0.8,0.6,5,5,6,0.95
120,100,0.8,0.6,5,5,9,0.9933
120,100,0.8,0.6,5,7,3,0.925
120,100,0.8,0.6,5,7,6,0.965
120,100,0.8,0.6,5,7,9,0.9767
120,100,0.8,0.6,7,3,3,0.9262
120,100,0.8,0.6,7,3,6,0.95
120,100,0.8,0.6,7,3,9,0.9726
120,100,0.8,0.6,7,5,3,0.9357
120,100,0.8,0.6,7,5,6,0.9536
120,100,0.8,0.6,7,5,9,0.9667
120,100,0.8,0.6,7,7,3,0.9286
120,100,0.8,0.6,7,7,6,0.9679
120,100,0.8,0.6,7,7,9,0.9762
120,100,0.8,0.6,9,3,3,0.9028
120,100,0.8,0.6,9,3,6,0.963
120,100,0.8,0.6,9,3,9,0.962
120,100,0.8,0.6,9,5,3,0.9287
120,100,0.8,0.6,9,5,6,0.9611
120,100,0.8,0.6,9,5,9,0.9685
120,100,0.8,0.6,9,7,3,0.9537
120,100,0.8,0.6,9,7,6,0.9787
120,100,0.8,0.6,9,7,9,0.9833
120,100,0.8,0.8,3,3,3,0.9194
120,100,0.8,0.8,3,3,6,0.9417
120,100,0.8,0.8,3,3,9,0.9722
120,100,0.8,0.8,3,5,3,0.9333
120,100,0.8,0.8,3,5,6,0.9694
120,100,0.8,0.8,3,5,9,0.975
120,100,0.8,0.8,3,7,3,0.9222
120,100,0.8,0.8,3,7,6,0.9722
120,100,0.8,0.8,3,7,9,0.9861
120,100,0.8,0.8,5,3,3,0.9017
120,100,0.8,0.8,5,3,6,0.9667
120,100,0.8,0.8,5,3,9,0.965
120,100,0.8,0.8,5,5,3,0.9067
120,100,0.8,0.8,5,5,6,0.95
120,100,0.8,0.8,5,5,9,0.97
120,100,0.8,0.8,5,7,3,0.95
120,100,0.8,0.8,5,7,6,0.9633
120,100,0.8,0.8,5,7,9,0.9833
120,100,0.8,0.8,7,3,3,0.875
120,100,0.8,0.8,7,3,6,0.9476
120,100,0.8,0.8,7,3,9,0.9619
120,100,0.8,0.8,7,5,3,0.9369
120,100,0.8,0.8,7,5,6,0.9548
120,100,0.8,0.8,7,5,9,0.9762
120,100,0.8,0.8,7,7,3,0.9262
120,100,0.8,0.8,7,7,6,0.9655
120,100,0.8,0.8,7,7,9,0.9857
120,100,0.8,0.8,9,3,3,0.9074
120,100,0.8,0.8,9,3,6,0.9231
120,100,0.8,0.8,9,3,9,0.9639
120,100,0.8,0.8,9,5,3,0.938
120,100,0.8,0.8,9,5,6,0.9685
120,100,0.8,0.8,9,5,9,0.9741
120,100,0.8,0.8,9,7,3,0.925
120,100,0.8,0.8,9,7,6,0.9741
120,100,0.8,0.8,9,7,9,0.9778
140,30,0.2,0.2,3,3,3,0.931
140,30,0.2,0.2,3,3,6,0.9524
140,30,0.2,0.2,3,3,9,0.9714
140,30,0.2,0.2,3,5,3,0.9333
140,30,0.2,0.2,3,5,6,0.981
140,30,0.2,0.2,3,5,9,0.9833
140,30,0.2,0.2,3,7,3,0.9381
140,30,0.2,0.2,3,7,6,0.9548
140,30,0.2,0.2,3,7,9,0.9786
140,30,0.2,0.2,5,3,3,0.9614
140,30,0.2,0.2,5,3,6,0.9543
140,30,0.2,0.2,5,3,9,0.9843
140,30,0.2,0.2,5,5,3,0.93
140,30,0.2,0.2,5,5,6,0.9843
140,30,0.2,0.2,5,5,9,0.99
140,30,0.2,0.2,5,7,3,0.9543
140,30,0.2,0.2,5,7,6,0.9886
140,30,0.2,0.2,5,7,9,0.9886
140,30,0.2,0.2,7,3,3,0.949
140,30,0.2,0.2,7,3,6,0.9643
140,30,0.2,0.2,7,3,9,0.9745
140,30,0.2,0.2,7,5,3,0.9214
140,30,0.2,0.2,7,5,6,0.9684
140,30,0.2,0.2,7,5,9,0.9827
140,30,0.2,0.2,7,7,3,0.952
140,30,0.2,0.2,7,7,6,0.9755
140,30,0.2,0.2,7,7,9,0.9908
140,30,0.2,0.2,9,3,3,0.0
140,30,0.2,0.2,9,3,6,0.0
140,30,0.2,0.2,9,3,9,0.9841
140,30,0.2,0.2,9,5,3,0.0
140,30,0.2,0.2,9,5,6,0.0
140,30,0.2,0.2,9,5,9,0.9833
140,30,0.2,0.2,9,7,3,0.9611
140,30,0.2,0.2,9,7,6,0.9802
140,30,0.2,0.2,9,7,9,0.9778
140,30,0.2,0.4,3,3,3,0.9167
140,30,0.2,0.4,3,3,6,0.969
140,30,0.2,0.4,3,3,9,0.9667
140,30,0.2,0.4,3,5,3,0.9595
140,30,0.2,0.4,3,5,6,0.9786
140,30,0.2,0.4,3,5,9,0.9714
140,30,0.2,0.4,3,7,3,0.981
140,30,0.2,0.4,3,7,6,0.9833
140,30,0.2,0.4,3,7,9,0.9833
140,30,0.2,0.4,5,3,3,0.9414
140,30,0.2,0.4,5,3,6,0.9571
140,30,0.2,0.4,5,3,9,0.9729
140,30,0.2,0.4,5,5,3,0.9357
140,30,0.2,0.4,5,5,6,0.9643
